file,page_num,line_num,gold_categ,gold_source
MTX201891746,2,4,Clear,calibration_1567
MTX201900021,62,76,Trash,calibration_1567
MTX201900021,130,110,Clear,calibration_1567
MTX201900025a,148,196,Clear,calibration_1567
MTX201900025a,155,57,Clear,calibration_1567
MTX201900046,240,35,Clear,calibration_1567
MTX201900057,27,12,Clear,calibration_1567
MTX201900070,14,207,Noisy,calibration_1567
MTX201900071a,82,63,Clear,calibration_1567
MTX201900071a,116,284,Clear,calibration_1567
MTX201900071a,124,212,Clear,calibration_1567
MTX201900086,310,38,Clear,calibration_1567
MTX201900086a,212,199,Clear,calibration_1567
MTX201900091,30,3,Noisy,calibration_1567
MTX201900100,140,37,Clear,calibration_1567
MTX201900100a,50,189,Clear,calibration_1567
MTX201900100c,118,330,Clear,calibration_1567
MTX201900100d,269,160,Clear,calibration_1567
MTX201900100d,401,22,Clear,calibration_1567
MTX201900100e,190,7,Clear,calibration_1567
MTX201900125,20,54,Clear,calibration_1567
MTX201900141,6,41,Clear,calibration_1567
MTX201900190,43,64,Noisy,calibration_1567
MTX201900195,52,137,Clear,calibration_1567
MTX201900232,41,32,Noisy,calibration_1567
MTX201900232,41,109,Noisy,calibration_1567
MTX201900517,54,630,Noisy,calibration_1567
MTX201900517,67,428,Clear,calibration_1567
MTX201900517,84,850,Noisy,calibration_1567
MTX202000168,56,106,Clear,calibration_1567
MTX202000231,31,11,Clear,calibration_1567
MTX202000272,24,14,Clear,calibration_1567
MTX202000280,35,48,Noisy,calibration_1567
MTX202000554,56,424,Noisy,calibration_1567
MTX202000591,363,153,Clear,calibration_1567
MTX202000591,507,19,Clear,calibration_1567
MTX202010285,3,33,Clear,calibration_1567
MTX202010325,35,1,Clear,calibration_1567
MTX202010348,2,5,Clear,calibration_1567
MTX202010348,3,3,Trash,calibration_1567
MTX202010348,3,7,Clear,calibration_1567
MTX202010360,9,3,Trash,calibration_1567
MTX202010577,7,3,Clear,calibration_1567
MTX202100006,285,1,Clear,calibration_1567
MTX202100221,94,42,Noisy,calibration_1567
MTX202100233,7,18,Clear,calibration_1567
MTX202100343,52,105,Clear,calibration_1567
MTX202100344,29,108,Clear,calibration_1567
MTX202100344,88,9,Noisy,calibration_1567
MTX202100397,25,33,Clear,calibration_1567
MTX202100423,3,5,Clear,calibration_1567
MTX202100448,44,21,Clear,calibration_1567
MTX202100489,50,750,Clear,calibration_1567
MTX202100492,23,4,Noisy,calibration_1567
MTX202100498,158,480,Clear,calibration_1567
MTX202100504,25,41,Clear,calibration_1567
MTX202100518,112,78,Clear,calibration_1567
MTX202100518,222,220,Clear,calibration_1567
MTX202100564,104,314,Trash,calibration_1567
MTX202100598,14,37,Clear,calibration_1567
MTX202100608,27,26,Clear,calibration_1567
MTX202100618,37,92,Clear,calibration_1567
MTX202100629,82,184,Noisy,calibration_1567
MTX202100655,25,174,Trash,calibration_1567
MTX202100655,37,86,Trash,calibration_1567
MTX202100655,45,33,Trash,calibration_1567
MTX202100655,59,342,Trash,calibration_1567
MTX202100655,71,51,Trash,calibration_1567
MTX202100655,71,287,Trash,calibration_1567
MTX202100659,32,250,Clear,calibration_1567
MTX202100692,11,128,Clear,calibration_1567
MTX202100696,33,19,Clear,calibration_1567
MTX202100707,31,23,Clear,calibration_1567
MTX202100768,28,33,Clear,calibration_1567
MTX202100770,1,6,Clear,calibration_1567
MTX202100772,1,7,Clear,calibration_1567
MTX202100783,402,118,Clear,calibration_1567
MTX202200114,7,2,Clear,calibration_1567
MTX202200128,62,17,Noisy,calibration_1567
MTX202200128,80,39,Noisy,calibration_1567
MTX202200165,76,74,Clear,calibration_1567
MTX202200181a,27,7,Clear,calibration_1567
MTX202200190,49,428,Clear,calibration_1567
MTX202200374,44,1,Noisy,calibration_1567
MTX202200380,22,179,Noisy,calibration_1567
MTX202200382,2,7,Clear,calibration_1567
MTX202200442,84,20,Clear,calibration_1567
MTX202200444,648,3,Noisy,calibration_1567
MTX202200448,44,112,Clear,calibration_1567
MTX202200563,66,26,Clear,calibration_1567
MTX202200698,16,116,Clear,calibration_1567
MTX202200737,8,30,Clear,calibration_1567
MTX202200737,10,41,Clear,calibration_1567
MTX202200741,8,39,Clear,calibration_1567
MTX202200774,12,1,Noisy,calibration_1567
MTX202200809,7,3,Clear,calibration_1567
MTX202210015,50,12,Clear,calibration_1567
MTX202210036,23,103,Noisy,calibration_1567
MTX202210036,74,6,Clear,calibration_1567
MTX202210066,49,62,Clear,calibration_1567
MTX202300012,396,193,Noisy,calibration_1567
MTX202300113,7,92,Clear,calibration_1567
MTX202300132,59,142,Clear,calibration_1567
MTX202300284,78,211,Clear,calibration_1567
MTX202300327,3,5,Noisy,calibration_1567
MTX202300343,81,11,Clear,calibration_1567
MTX202300343,112,98,Clear,calibration_1567
MTX202300387,10,51,Clear,calibration_1567
MTX202300417,75,70,Noisy,calibration_1567
MTX202300417,102,75,Clear,calibration_1567
MTX202300465,422,224,Clear,calibration_1567
MTX202300466A,248,26,Clear,calibration_1567
MTX202300466DE,183,38,Clear,calibration_1567
MTX202300466DE,1139,39,Clear,calibration_1567
MTX202300466DE,1320,5,Clear,calibration_1567
MTX202300466FG,1020,9,Clear,calibration_1567
MTX202300510,48,28,Clear,calibration_1567
MTX202300530,143,322,Clear,calibration_1567
MTX202300581,10,17,Clear,calibration_1567
MTX202300595,36,147,Noisy,calibration_1567
MTX202300606,49,355,Noisy,calibration_1567
MTX202300626,32,32,Clear,calibration_1567
MTX202300659,275,120,Clear,calibration_1567
MTX202300659A,46,331,Clear,calibration_1567
MTX202300688,15,15,Clear,calibration_1567
MTX202300696C,194,23,Clear,calibration_1567
MTX202300696C,309,4,Clear,calibration_1567
MTX202300697,200,131,Clear,calibration_1567
MTX202300697A,117,139,Noisy,calibration_1567
MTX202300697A,131,338,Trash,calibration_1567
MTX202300697A,156,169,Noisy,calibration_1567
MTX202300697A,172,331,Noisy,calibration_1567
MTX202300699A,96,128,Clear,calibration_1567
MTX202300699B,72,185,Clear,calibration_1567
MTX202300699B,140,32,Clear,calibration_1567
MTX202300700A,157,308,Clear,calibration_1567
MTX202300700B,39,44,Clear,calibration_1567
MTX202300700B,173,41,Clear,calibration_1567
MTX202300700C,392,169,Clear,calibration_1567
MTX202310221,2,47,Clear,calibration_1567
MTX202400040,69,3,Clear,calibration_1567
MTX202400064,20,4,Clear,calibration_1567
MTX202400064,28,3,Clear,calibration_1567
MTX202400064,33,310,Trash,calibration_1567
MTX202400116,62,13,Clear,calibration_1567
MTX202400120,7,15,Clear,calibration_1567
MTX202400128A,59,2,Trash,calibration_1567
MTX202400128F,4,325,Clear,calibration_1567
MtX202100614,2,44,Clear,calibration_1567
P009_00023,4,13,Noisy,calibration_1567
P009_00023,8,5,Trash,calibration_1567
P027_00002_034,28,3,Trash,calibration_1567
P027_00003_051,31,1,Trash,calibration_1567
P027_00003_051,31,3,Trash,calibration_1567
P028_00011,8,3,Noisy,calibration_1567
P028_00026,2,40,Noisy,calibration_1567
P028_00026,52,6,Trash,calibration_1567
P043_00001_013,112,2,Trash,calibration_1567
P043_00001_013,134,9,Trash,calibration_1567
